# r0    Z0    r      Z
0.050 0.500 0.369   3.68
0.050 1.000 0.388   3.49
0.050 1.500 0.405   3.31
0.050 2.000 0.423   3.12
0.050 2.500 0.438   2.96
0.050 3.000 0.453   2.78
0.050 3.500 0.468   2.61
0.050 4.000 0.482   2.44
0.050 4.500 0.495   2.28
0.050 5.000 0.508   2.12
0.050 6.500 0.543   1.66
0.050 7.000 0.554   1.50
0.050 7.500 0.565   1.36
0.050 8.000 0.575   1.22
0.050 8.500 0.584   1.07
0.050 9.000 0.593   0.94
0.050 9.500 0.602   0.80
0.050 10.000 0.610   0.67
0.100 0.500 0.351   3.86
0.100 1.000 0.370   3.68
0.100 1.500 0.387   3.50
0.100 2.000 0.405   3.32
0.100 2.500 0.421   3.15
0.100 3.000 0.436   2.98
0.100 3.500 0.452   2.80
0.100 4.000 0.466   2.64
0.100 4.500 0.480   2.48
0.100 5.000 0.493   2.31
0.100 5.500 0.505   2.16
0.100 6.000 0.517   2.00
0.100 7.000 0.540   1.70
0.100 7.500 0.550   1.56
0.100 8.000 0.561   1.42
0.100 8.500 0.570   1.27
0.100 9.000 0.580   1.14
0.100 9.500 0.588   1.01
0.100 10.000 0.597   0.88
0.150 0.500 0.333   4.03
0.150 1.000 0.352   3.85
0.150 1.500 0.370   3.67
0.150 2.000 0.387   3.50
0.150 2.500 0.404   3.33
0.150 3.000 0.420   3.16
0.150 3.500 0.435   2.99
0.150 4.000 0.449   2.83
0.150 4.500 0.463   2.67
0.150 5.000 0.477   2.51
0.150 5.500 0.490   2.35
0.150 6.000 0.502   2.20
0.150 6.500 0.514   2.05
0.150 7.000 0.525   1.90
0.150 7.500 0.536   1.76
0.150 8.000 0.546   1.62
0.150 8.500 0.556   1.48
0.150 9.000 0.566   1.34
0.150 9.500 0.575   1.21
0.150 10.000 0.584   1.07
0.200 0.500 0.315   4.20
0.200 1.000 0.334   4.02
0.200 1.500 0.352   3.84
0.200 2.000 0.370   3.67
0.200 2.500 0.387   3.50
0.200 3.000 0.403   3.34
0.200 3.500 0.418   3.17
0.200 4.000 0.433   3.01
0.200 4.500 0.448   2.84
0.200 5.000 0.461   2.70
0.200 5.500 0.474   2.54
0.200 6.000 0.487   2.39
0.200 6.500 0.499   2.24
0.200 7.000 0.511   2.09
0.200 7.500 0.522   1.95
