0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.839 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.839 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.839 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.840 
0.861 0.162 0.352  1.839 
0.860 0.162 0.353  1.836 
0.860 0.163 0.354  1.827 
0.859 0.164 0.357  1.803 
0.857 0.167 0.367  1.726 
0.848 0.179 0.403  1.484 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.863 
0.828 0.208 0.538  0.860 
0.828 0.208 0.534  0.872 
0.828 0.208 0.540  0.851 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.534  0.873 
0.827 0.209 0.541  0.850 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.827 0.209 0.537  0.861 
0.828 0.208 0.536  0.867 
0.827 0.209 0.539  0.856 
0.828 0.208 0.536  0.865 
0.828 0.208 0.538  0.859 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.827 0.209 0.537  0.861 
0.828 0.208 0.537  0.861 
0.828 0.208 0.537  0.862 
0.827 0.209 0.538  0.859 
0.828 0.208 0.537  0.864 
0.828 0.208 0.537  0.861 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.860 
0.828 0.208 0.537  0.863 
0.828 0.208 0.537  0.861 
0.828 0.208 0.537  0.863 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.861 
0.828 0.208 0.536  0.864 
0.828 0.208 0.538  0.859 
0.828 0.208 0.537  0.863 
0.827 0.208 0.538  0.860 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.861 
0.828 0.208 0.537  0.864 
0.828 0.208 0.538  0.860 
0.828 0.208 0.536  0.865 
0.827 0.209 0.538  0.858 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.861 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.861 
0.828 0.208 0.537  0.863 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.864 
0.828 0.208 0.538  0.860 
0.828 0.208 0.536  0.866 
0.828 0.208 0.538  0.858 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.861 
0.828 0.208 0.537  0.862 
0.828 0.208 0.537  0.862 
0.827 0.209 0.541  0.850 
0.826 0.211 0.555  0.803 
0.822 0.216 0.594  0.684 
0.810 0.234 0.769  0.301 
0.773 0.294 -15.418 -1.065 
0.717 0.396 -0.232 -5.302 
0.720 0.390 -0.212 -5.726 
0.716 0.396 -0.233 -5.284 
0.717 0.395 -0.231 -5.320 
0.716 0.396 -0.233 -5.296 
0.717 0.395 -0.232 -5.308 
0.717 0.396 -0.232 -5.302 
0.717 0.395 -0.232 -5.302 
0.716 0.396 -0.232 -5.302 
0.717 0.395 -0.232 -5.302 
0.717 0.396 -0.233 -5.291 
0.717 0.395 -0.232 -5.313 
0.717 0.396 -0.233 -5.294 
0.717 0.395 -0.232 -5.310 
0.717 0.395 -0.233 -5.293 
0.716 0.396 -0.232 -5.311 
0.717 0.396 -0.233 -5.283 
0.717 0.395 -0.231 -5.321 
0.717 0.396 -0.233 -5.295 
0.717 0.395 -0.232 -5.309 
0.717 0.395 -0.233 -5.294 
0.716 0.396 -0.232 -5.310 
0.716 0.396 -0.233 -5.297 
0.717 0.395 -0.232 -5.307 
0.716 0.396 -0.233 -5.293 
0.717 0.395 -0.232 -5.311 
0.716 0.396 -0.233 -5.298 
0.717 0.395 -0.232 -5.306 
0.716 0.396 -0.233 -5.299 
0.717 0.395 -0.232 -5.305 
0.717 0.395 -0.233 -5.283 
0.716 0.396 -0.231 -5.321 
0.717 0.395 -0.233 -5.295 
0.717 0.396 -0.232 -5.309 
0.717 0.395 -0.233 -5.291 
0.716 0.396 -0.232 -5.313 
0.717 0.396 -0.233 -5.297 
0.717 0.395 -0.232 -5.307 
0.717 0.396 -0.233 -5.300 
0.717 0.395 -0.232 -5.304 
0.717 0.395 -0.233 -5.294 
0.716 0.396 -0.232 -5.310 
0.716 0.396 -0.233 -5.289 
0.717 0.395 -0.232 -5.315 
0.717 0.396 -0.233 -5.296 
0.717 0.395 -0.232 -5.308 
0.716 0.396 -0.233 -5.293 
0.717 0.395 -0.232 -5.311 
0.717 0.396 -0.233 -5.298 
0.717 0.395 -0.232 -5.306 
0.716 0.396 -0.233 -5.292 
0.717 0.395 -0.232 -5.312 
0.716 0.396 -0.233 -5.297 
0.717 0.395 -0.232 -5.307 
0.717 0.396 -0.234 -5.281 
0.717 0.395 -0.231 -5.323 
0.717 0.396 -0.233 -5.295 
0.717 0.395 -0.232 -5.309 
0.716 0.396 -0.233 -5.300 
0.717 0.395 -0.232 -5.304 
0.717 0.395 -0.232 -5.306 
0.716 0.396 -0.233 -5.298 
0.717 0.395 -0.232 -5.304 
0.717 0.396 -0.233 -5.300 
0.717 0.396 -0.233 -5.301 
0.717 0.395 -0.232 -5.303 
0.716 0.396 -0.233 -5.299 
0.717 0.395 -0.232 -5.305 
0.604 0.655 -0.321 -4.116 
0.601 0.665 -0.265 -4.768 
0.601 0.663 -0.287 -4.484 
0.601 0.665 -0.266 -4.764 
0.601 0.664 -0.265 -4.773 
0.601 0.665 -0.265 -4.767 
